# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:18:75": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:18:75", "device connection": "BTH00:07:80:4B:18:75", "sampling rate": 1000, "resolution": [16, 24, 24], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-11-15", "time": "12:6:57.359", "channels": [1, 9, 10], "sensor": ["EEG", "hSpO2", "hSpO2"], "label": ["CH1", "CH9A", "CH9B"], "column": ["nSeq", "DI", "CH1", "CH9A", "CH9B"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["dark_blue", "green", "green"]}}
# EndOfHeader
0	0	33688	0	0	
1	0	34016	0	0	
2	0	33612	16825	9312	
3	0	33292	16825	9312	
4	0	32985	20259	9468	
5	0	32580	20259	9468	
6	0	32902	16452	9446	
7	0	33760	16452	9446	
8	0	34704	15280	9552	
9	0	36037	15280	9552	
10	0	37076	14980	9617	
11	0	37804	14980	9617	
12	0	38572	16788	9509	
13	0	39128	16788	9509	
14	0	39064	15419	9473	
15	0	38124	15419	9473	
16	0	36756	15307	9532	
17	0	35376	15307	9532	
18	0	34352	14823	9524	
19	0	33344	14823	9524	
20	0	32860	7732	10221	
21	0	32744	7732	10221	
22	0	33048	12672	9726	
23	0	33540	12672	9726	
24	0	34344	14448	9555	
25	0	34496	14448	9555	
26	0	33672	14723	9579	
27	0	32680	14723	9579	
28	0	31898	14775	14616	
29	0	32156	14775	14616	
30	0	32392	14800	10973	
31	0	32356	14800	10973	
32	0	31980	14744	9939	
33	0	31208	14744	9939	
34	0	29888	14876	9647	
35	0	28416	14876	9647	
36	0	26932	14802	9269	
37	0	25388	14802	9269	
38	0	24196	14758	9481	
39	0	22958	14758	9481	
40	0	22258	14736	9517	
41	0	21808	14736	9517	
42	0	21260	14809	9535	
43	0	20674	14809	9535	
44	0	20436	14828	4817	
45	0	21260	14828	4817	
46	0	22968	15587	8209	
47	0	25472	15587	8209	
48	0	28257	14931	8959	
49	0	30936	14931	8959	
50	0	33224	14885	9392	
51	0	34584	14885	9392	
52	0	35296	14775	9395	
53	0	35844	14775	9395	
54	0	36432	19138	9509	
55	0	36828	19138	9509	
56	0	36726	16034	9615	
57	0	36092	16034	9615	
58	0	35280	15196	9492	
59	0	34440	15196	9492	
60	0	33944	14946	9524	
61	0	33848	14946	9524	
62	0	34244	15042	9486	
63	0	34664	15042	9486	
64	0	35032	14793	9444	
65	0	35236	14793	9444	
66	0	34848	14826	9478	
67	0	34368	14826	9478	
68	0	33864	14763	9477	
69	0	33688	14763	9477	
70	0	33656	3870	10021	
71	0	34008	3870	10021	
72	0	34568	11671	9679	
73	0	35436	11671	9679	
74	0	36524	13847	9490	
75	0	37160	13847	9490	
76	0	37856	14544	9471	
77	0	38356	14544	9471	
78	0	38300	14722	13262	
79	0	37988	14722	13262	
80	0	37388	14845	10605	
81	0	36320	14845	10605	
82	0	35352	14790	9902	
83	0	34400	14790	9902	
84	0	33700	14787	9543	
85	0	33084	14787	9543	
86	0	32564	14770	10824	
87	0	32524	14770	10824	
88	0	32908	14842	9931	
89	0	34360	14842	9931	
90	0	36608	14399	9665	
91	0	38772	14399	9665	
92	0	40532	14668	9559	
93	0	42304	14668	9559	
94	0	43328	14766	1348	
95	0	43032	14766	1348	
96	0	41592	15191	7116	
97	0	39752	15191	7116	
98	0	37804	14902	8842	
99	0	35944	14902	8842	
100	0	34820	14932	9251	
101	0	34640	14932	9251	
102	0	34492	14813	9418	
103	0	34104	14813	9418	
104	0	34120	20422	9509	
105	0	33900	20422	9509	
106	0	33108	16441	9535	
107	0	31912	16441	9535	
108	0	30972	15288	9477	
109	0	31016	15288	9477	
110	0	31692	14949	9459	
111	0	32212	14949	9459	
112	0	31852	16211	9529	
113	0	31320	16211	9529	
114	0	30720	15160	9513	
115	0	30440	15160	9513	
116	0	30802	15220	9554	
117	0	31256	15220	9554	
118	0	31908	14933	9534	
